year,continent,ccode,name,electricandheat,manufacturingandconstructing,transportation,fuelcombustion,fugitive,totalCO2
1997,Asia,ARE,United Arab Emirates,23.22,40.13,13.07,0.26,2.77,79.45
1997,Asia,UZB,Uzbekistan,38.08,16.75,9.41,41.40,0.00,105.64
1997,Asia,VNM,Vietnam,8.00,13.38,8.66,6.24,0.49,36.77
1997,Asia,YEM,Yemen,3.05,0.71,3.72,2.77,0.00,10.25
1997,Europe,ALB,Albania,0.24,0.33,0.49,0.37,0.00,1.43
1997,Europe,ARM,Armenia,1.79,0.89,0.06,0.44,0.00,3.18
1997,Europe,AUT,Austria,21.35,11.68,16.11,13.26,0.00,62.40
1997,Europe,AZE,Azerbaijan,14.26,5.70,3.22,4.81,13.03,41.02
1997,Europe,BLR,Belarus,37.86,8.00,7.54,8.69,0.00,62.09
1997,Europe,BEL,Belgium,31.19,30.99,23.68,32.63,0.00,118.49
1997,Europe,BIH,Bosnia & Herzegovina,5.72,0.55,1.05,0.96,0.00,8.28
1997,Europe,BGR,Bulgaria,29.35,14.63,4.24,2.95,0.00,51.17
1997,Europe,HRV,Croatia,6.35,3.86,3.96,3.08,0.00,17.25
1997,Europe,CYP,Cyprus,2.40,1.28,1.57,0.21,0.00,5.46
1997,Europe,CZE,Czech Republic,69.51,28.01,10.46,16.60,0.00,124.58
1997,Europe,DNK,Denmark,36.00,5.83,11.88,8.00,0.49,62.20
1997,Europe,EST,Estonia,12.45,1.76,1.55,0.81,0.00,16.57
1997,Europe,FIN,Finland,28.90,12.31,11.58,7.23,0.00,60.02
1997,Europe,FRA,France,56.69,82.78,123.99,98.71,0.00,362.17
1997,Europe,GEO,Georgia,1.48,0.94,1.87,1.15,0.00,5.44
1997,Europe,DEU,Germany,365.48,131.08,168.43,200.81,0.70,866.50
1997,Europe,GRC,Greece,38.54,10.52,17.69,10.05,0.00,76.80
1997,Europe,HUN,Hungary,25.84,8.08,7.46,15.24,0.00,56.62
1997,Europe,ISL,Iceland,0.01,0.63,0.58,0.87,0.00,2.09
1997,Europe,IRL,Ireland,14.09,5.11,7.26,8.99,0.00,35.45
1997,Europe,ITA,Italy,147.02,79.60,109.79,74.56,0.00,410.97
1997,Europe,JAM,Jamaica,5.19,1.67,1.67,0.36,0.00,8.89
1997,Europe,LVA,Latvia,3.79,1.40,1.98,1.21,0.00,8.38
1997,Europe,LTU,Lithuania,6.68,2.33,3.64,1.71,0.00,14.36
1997,Europe,LUX,Luxembourg,0.43,2.09,3.62,1.54,0.00,7.68
1997,Europe,MKD,"Macedonia, FYR",5.96,0.91,1.47,0.33,0.00,8.67
1997,Europe,MLT,Malta,1.58,0.00,0.74,0.13,0.00,2.45
1997,Europe,MDA,Moldova,5.11,0.72,0.97,2.45,0.00,9.25
1997,Europe,MNE,Montenegro,,,,,,0.00
1997,Europe,NLD,Netherlands,68.47,36.08,29.85,38.60,0.22,173.22
1997,Europe,NOR,Norway,12.55,6.71,12.12,3.86,0.79,36.03
1997,Europe,POL,Poland,183.15,66.27,26.63,60.03,0.00,336.08
1997,Europe,PRT,Portugal,18.55,10.77,14.18,4.99,0.00,48.49
1997,Europe,ROU,Romania,62.63,27.48,11.67,10.04,0.00,111.82
1997,Europe,SRB,Serbia,37.74,8.02,6.25,3.79,,55.80
1997,Europe,SVK,Slovakia,16.74,11.77,4.06,8.91,0.00,41.48
1997,Europe,SVN,Slovenia,5.85,2.09,4.52,2.80,0.00,15.26
1997,Europe,ESP,Spain,88.28,50.79,76.36,25.26,0.01,240.70
1997,Europe,SWE,Sweden,11.93,15.08,20.32,9.81,0.00,57.14
1997,Europe,CHE,Switzerland,3.06,5.96,14.76,17.64,0.00,41.42
1997,Europe,UKR,Ukraine,151.90,83.60,35.57,52.65,0.00,323.72
1997,Europe,GBR,United Kingdom,208.53,73.32,121.21,111.16,3.72,517.94
1997,North America,ATG,Antigua & Barbuda,,,,,0.00,0.00
1997,North America,BHS,"Bahamas, The",,,,,0.00,0.00
1997,North America,BRB,Barbados,,,,,0.00,0.00
1997,North America,BLZ,Belize,,,,,0.00,0.00
1997,North America,CAN,Canada,160.86,93.33,143.72,94.86,4.48,497.25
1997,North America,CRI,Costa Rica,0.29,0.70,2.65,0.43,0.00,4.07
1997,North America,DMA,Dominica,,,,,0.00,0.00
1997,North America,DOM,Dominican Republic,5.79,1.32,4.42,2.11,0.00,13.64
1997,North America,GRD,Grenada,,,,,0.00,0.00
1997,North America,GTM,Guatemala,1.06,1.24,2.84,0.82,0.00,5.96
1997,North America,HTI,Haiti,0.34,0.27,0.57,0.10,0.00,1.28
1997,North America,HND,Honduras,0.86,0.71,1.63,0.38,0.00,3.58
1997,North America,MEX,Mexico,128.71,65.11,95.31,30.56,13.27,332.96
1997,North America,NIC,Nicaragua,1.09,0.35,1.22,0.19,0.00,2.85
1997,North America,PAN,Panama,1.30,0.90,1.92,0.31,0.00,4.43
1997,North America,KNA,Saint Kitts & Nevis,,,,,0.00,0.00
1997,North America,LCA,Saint Lucia,,,,,0.00,0.00
1997,North America,VCT,Saint Vincent & Grenadines,,,,,0.00,0.00
1997,North America,TTO,Trinidad & Tobago,5.68,7.31,1.49,0.17,4.38,19.03
1997,North America,USA,United States,2610.63,635.48,1593.10,642.90,14.37,5496.48
1997,Oceania,AUS,Australia,167.46,51.55,70.66,14.05,0.49,304.21
1997,Oceania,COK,Cook Islands,,,,,0.00,0.00
1997,Oceania,GNQ,Equatorial Guinea,,,,,1.46,1.46
1997,Oceania,FJI,Fiji,,,,,0.00,0.00
1997,Oceania,GIN,Guinea,,,,,0.00,0.00
1997,Oceania,GNB,Guinea-Bissau,,,,,0.00,0.00
1997,Oceania,NRU,Nauru,,,,,0.00,0.00
1997,Oceania,NZL,New Zealand,7.46,7.61,11.02,2.77,0.15,29.01
1997,Oceania,NIU,Niue,,,,,0.00,0.00
1997,Oceania,PLW,Palau,,,,,,0.00
1997,Oceania,PNG,Papua New Guinea,,,,,0.00,0.00
1997,Oceania,WSM,Samoa,,,,,0.00,0.00
1997,Oceania,SLB,Solomon Islands,,,,,0.00,0.00
1997,Oceania,TON,Tonga,,,,,0.00,0.00
1997,Oceania,VUT,Vanuatu,,,,,0.00,0.00
1997,South America,ARG,Argentina,37.29,30.62,40.21,24.57,3.53,136.22
1997,South America,BOL,Bolivia,1.78,0.77,2.99,0.95,0.87,7.36
1997,South America,BRA,Brazil,38.14,78.81,119.37,35.92,2.89,275.13
1997,South America,CHL,Chile,15.64,15.44,15.57,5.15,0.18,51.98
1997,South America,COL,Colombia,14.57,21.06,21.66,5.94,0.81,64.04
1997,South America,CUB,Cuba,10.80,9.40,2.83,3.36,0.27,26.66
1997,South America,ECU,Ecuador,4.63,4.20,10.56,2.01,1.81,23.21
1997,South America,SLV,El Salvador,1.39,1.00,2.11,0.42,0.00,4.92
1997,South America,GUY,Guyana,,,,,0.00,0.00
1997,South America,PRY,Paraguay,0.02,0.29,3.29,0.20,0.00,3.80
1997,South America,PER,Peru,5.43,6.16,9.30,4.70,0.61,26.20
1997,South America,SUR,Suriname,,,,,0.00,0.00
1997,South America,URY,Uruguay,0.70,1.05,2.50,1.16,0.00,5.41
1997,South America,VEN,Venezuela,55.53,37.36,32.17,4.86,13.46,143.38
1998,Africa,DZA,Algeria,27.74,7.22,15.31,8.57,13.58,72.42
1998,Africa,AGO,Angola,0.61,1.60,0.83,1.00,7.50,11.54
1998,Africa,BEN,Benin,0.05,0.14,0.74,0.27,0.00,1.20
1998,Africa,BWA,Botswana,1.29,0.94,1.03,0.41,0.00,3.67
1998,Africa,BFA,Burkina Faso,,,,,0.00,0.00
1998,Africa,BDI,Burundi,,,,,0.00,0.00
1998,Africa,CMR,Cameroon,0.05,0.17,1.86,0.61,3.77,6.46
1998,Africa,CPV,Cape Verde,,,,,0.00,0.00
1998,Africa,CAF,Central African Republic,,,,,0.00,0.00
1998,Africa,TCD,Chad,,,,,0.00,0.00
1998,Africa,COM,Comoros,,,,,0.00,0.00
1998,Africa,COG,"Congo, Dem. Rep.",0.04,0.01,0.45,0.76,0.00,1.26
1998,Africa,COD,"Congo, Rep.",0.00,0.03,0.28,0.04,2.91,3.26
1998,Africa,CIV,Cote d'Ivoire,2.47,0.53,1.20,0.63,0.00,4.83
1998,Africa,DJI,Djibouti,,,,,0.00,0.00
1998,Africa,EGY,Egypt,34.48,28.09,26.45,11.53,1.67,102.22
1998,Africa,ERI,Eritrea,0.24,0.04,0.23,0.08,0.00,0.59
1998,Africa,ETH,Ethiopia,0.04,0.79,1.39,0.75,0.00,2.97
1998,Africa,GAB,Gabon,0.49,0.54,0.40,0.20,3.24,4.87
1998,Africa,GMB,"Gambia, The",,,,,0.00,0.00
1998,Africa,GHA,Ghana,1.23,0.70,2.75,0.85,0.00,5.53
1998,Africa,KEN,Kenya,1.13,1.54,2.68,1.27,0.00,6.62
1998,Africa,KIR,Kiribati,,,,,0.00,0.00
1998,Africa,LSO,Lesotho,,,,,0.00,0.00
1998,Africa,LBR,Liberia,,,,,0.00,0.00
1998,Africa,LBY,Libya,20.34,5.41,9.84,2.18,3.33,41.10
1998,Africa,MDG,Madagascar,,,,,0.00,0.00
1998,Africa,MLI,Mali,,,,,0.00,0.00
1998,Africa,MRT,Mauritania,,,,,0.00,0.00
1998,Africa,MUS,Mauritius,0.83,0.27,0.53,0.15,0.00,1.78
1998,Africa,MAR,Morocco,10.50,5.23,7.19,4.51,0.00,27.43
1998,Africa,MOZ,Mozambique,0.02,0.13,0.83,0.17,0.00,1.15
1998,Africa,NAM,Namibia,0.05,0.20,1.10,0.67,0.00,2.02
1998,Africa,NER,Niger,,,,,0.00,0.00
1998,Africa,NGA,Nigeria,11.37,3.11,17.84,5.29,38.05,75.66
1998,Africa,RWA,Rwanda,,,,,0.00,0.00
1998,Africa,STP,Sao Tome & Principe,,,,,0.00,0.00
1998,Africa,SEN,Senegal,1.22,0.49,1.01,0.46,0.00,3.18
1998,Africa,SYC,Seychelles,,,,,0.00,0.00
1998,Africa,SLE,Sierra Leone,,,,,0.00,0.00
1998,Africa,ZAF,South Africa,190.90,66.16,34.54,14.92,0.29,306.81
1998,Africa,SWZ,Swaziland,,,,,0.00,0.00
1998,Africa,TZA,Tanzania,0.11,0.45,1.38,0.45,0.00,2.39
1998,Africa,TGO,Togo,0.14,0.12,0.48,0.09,0.00,0.83
1998,Africa,TUN,Tunisia,5.73,3.76,3.57,3.39,0.71,17.16
1998,Africa,UGA,Uganda,,,,,0.00,0.00
1998,Africa,ZMB,Zambia,0.16,1.01,0.69,0.21,0.00,2.07
1998,Africa,ZWE,Zimbabwe,6.08,2.38,2.10,2.86,0.00,13.42
1998,Asia,AFG,Afghanistan,,,,,0.00,0.00
1998,Asia,BHR,Bahrain,13.68,1.87,1.38,0.31,0.00,17.24
1998,Asia,BGD,Bangladesh,7.77,7.54,3.36,4.87,0.00,23.54
1998,Asia,BTN,Bhutan,,,,,0.00,0.00
1998,Asia,BRN,Brunei,3.25,0.20,0.81,0.06,0.00,4.32
1998,Asia,KHM,Cambodia,0.31,0.06,1.39,0.12,0.00,1.88
1998,Asia,CHN,China,1393.91,1184.54,166.62,394.03,0.00,3139.10
1998,Asia,IND,India,469.95,202.03,87.86,106.79,4.39,871.02
1998,Asia,IDN,Indonesia,97.88,64.50,58.59,32.83,9.48,263.28
1998,Asia,IRN,Iran,69.98,50.49,63.07,92.71,18.36,294.61
1998,Asia,IRQ,Iraq,37.70,10.11,24.32,7.67,1.46,81.26
1998,Asia,ISR,Israel,31.71,2.55,8.80,6.39,0.00,49.45
1998,Asia,JPN,Japan,435.44,250.63,255.68,174.33,0.00,1116.08
1998,Asia,JOR,Jordan,6.14,2.02,3.22,2.29,0.00,13.67
1998,Asia,KAZ,Kazakhstan,60.14,42.32,7.85,15.92,1.82,128.05
1998,Asia,PRK,"Korea, Dem. Rep. (North)",8.54,36.36,2.10,11.42,0.00,58.42
1998,Asia,KOR,"Korea, Rep. (South)",131.25,88.86,65.12,65.82,0.00,351.05
1998,Asia,KWT,Kuwait,26.15,9.85,5.78,0.32,0.91,43.01
1998,Asia,KGZ,Kyrgyzstan,1.79,1.16,1.21,1.50,0.00,5.66
1998,Asia,LAO,Laos,,,,,0.00,0.00
1998,Asia,LBN,Lebanon,7.97,1.24,4.41,1.41,0.00,15.03
1998,Asia,MWI,Malawi,,,,,0.00,0.00
1998,Asia,MYS,Malaysia,44.62,27.57,23.93,4.02,0.00,100.14
1998,Asia,MDV,Maldives,,,,,0.00,0.00
1998,Asia,MNG,Mongolia,6.14,0.96,0.78,0.49,0.00,8.37
1998,Asia,MMR,Myanmar,2.91,1.26,2.92,0.79,0.00,7.88
1998,Asia,NPL,Nepal,0.09,0.30,0.76,1.02,0.00,2.17
1998,Asia,OMN,Oman,9.91,1.19,2.47,1.70,1.47,16.74
1998,Asia,PAK,Pakistan,28.25,25.64,25.91,11.44,0.00,91.24
1998,Asia,PHL,Philippines,23.42,12.22,26.98,6.02,0.00,68.64
1998,Asia,QAT,Qatar,13.77,6.37,2.44,0.16,0.00,22.74
1998,Asia,RUS,Russian Federation,895.83,158.50,194.76,167.45,0.00,1416.54
1998,Asia,SAU,Saudi Arabia,110.00,51.08,57.32,3.12,2.60,224.12
1998,Asia,SGP,Singapore,31.12,2.68,5.03,0.60,0.00,39.43
1998,Asia,LKA,Sri Lanka,1.32,0.98,4.83,1.05,0.00,8.18
1998,Asia,SDN,Sudan,0.93,0.74,2.95,0.29,0.00,4.91
1998,Asia,SYR,Syria,14.58,9.16,9.21,7.65,0.70,41.30
1998,Asia,TJK,Tajikistan,0.69,0.00,0.11,1.94,0.00,2.74
1998,Asia,THA,Thailand,61.96,31.77,43.51,11.38,0.00,148.62
1998,Asia,TUR,Turkey,66.37,49.63,31.71,30.33,0.19,178.23
1998,Asia,TKM,Turkmenistan,9.44,1.77,1.98,17.15,0.00,30.34
1998,Asia,ARE,United Arab Emirates,25.47,40.82,13.10,0.26,2.73,82.38
1998,Asia,UZB,Uzbekistan,41.10,21.11,10.15,45.21,0.00,117.57
1998,Asia,VNM,Vietnam,10.33,13.84,9.10,6.73,0.72,40.72
1998,Asia,YEM,Yemen,3.30,0.83,4.03,2.99,0.00,11.15
1998,Europe,ALB,Albania,0.22,0.43,0.73,0.29,0.00,1.67
1998,Europe,ARM,Armenia,1.78,1.01,0.07,0.45,0.00,3.31
1998,Europe,AUT,Austria,20.48,10.90,18.19,13.31,0.00,62.88
1998,Europe,AZE,Azerbaijan,15.85,4.80,2.98,5.21,13.02,41.86
1998,Europe,BLR,Belarus,35.90,7.94,7.97,7.75,0.00,59.56
1998,Europe,BEL,Belgium,32.93,31.86,24.08,32.07,0.00,120.94
1998,Europe,BIH,Bosnia & Herzegovina,7.78,0.45,1.38,0.84,0.00,10.45
1998,Europe,BGR,Bulgaria,28.53,11.82,5.37,3.14,0.00,48.86
1998,Europe,HRV,Croatia,7.46,3.61,4.12,3.18,0.00,18.37
1998,Europe,CYP,Cyprus,2.62,1.32,1.64,0.21,0.00,5.79
1998,Europe,CZE,Czech Republic,66.36,25.14,10.83,15.24,0.00,117.57
1998,Europe,DNK,Denmark,32.52,5.66,11.93,7.71,0.37,58.19
1998,Europe,EST,Estonia,12.03,1.59,1.64,0.74,0.00,16.00
1998,Europe,FIN,Finland,23.81,13.82,11.73,7.41,0.00,56.77
1998,Europe,FRA,France,70.32,85.83,128.43,104.23,0.00,388.81
1998,Europe,GEO,Georgia,1.55,0.77,1.24,1.32,0.00,4.88
1998,Europe,DEU,Germany,365.47,129.90,171.33,192.24,0.63,859.57
1998,Europe,GRC,Greece,39.95,10.73,19.28,10.39,0.00,80.35
1998,Europe,HUN,Hungary,26.69,7.67,8.31,14.30,0.00,56.97
1998,Europe,ISL,Iceland,0.02,0.62,0.61,0.84,0.00,2.09
1998,Europe,IRL,Ireland,14.91,5.06,8.60,9.45,0.00,38.02
1998,Europe,ITA,Italy,150.93,79.30,112.92,78.29,0.00,421.44
1998,Europe,JAM,Jamaica,5.39,1.79,1.82,0.37,0.00,9.37
1998,Europe,LVA,Latvia,3.64,1.30,1.96,1.08,0.00,7.98
1998,Europe,LTU,Lithuania,7.55,2.34,3.82,1.44,0.00,15.15
1998,Europe,LUX,Luxembourg,0.17,1.49,3.79,1.63,0.00,7.08
1998,Europe,MKD,"Macedonia, FYR",6.83,1.22,1.01,0.44,0.00,9.50
1998,Europe,MLT,Malta,1.60,0.02,0.64,0.09,0.00,2.35
1998,Europe,MDA,Moldova,4.92,0.60,0.73,2.13,0.00,8.38
1998,Europe,MNE,Montenegro,,,,,,0.00
1998,Europe,NLD,Netherlands,70.12,34.74,30.65,38.11,0.21,173.83
1998,Europe,NOR,Norway,13.57,7.01,12.55,3.83,0.87,37.83
1998,Europe,POL,Poland,176.73,57.73,28.26,49.88,0.00,312.60
1998,Europe,PRT,Portugal,20.88,12.00,15.45,4.91,0.00,53.24
1998,Europe,ROU,Romania,54.51,21.50,11.06,10.18,0.00,97.25
1998,Europe,SRB,Serbia,37.39,9.50,4.85,3.93,,55.67
1998,Europe,SVK,Slovakia,16.08,10.44,4.13,9.15,0.00,39.80
1998,Europe,SVN,Slovenia,6.23,2.00,3.76,3.06,0.00,15.05
1998,Europe,ESP,Spain,87.66,52.04,83.78,25.23,0.01,248.72
1998,Europe,SWE,Sweden,12.78,15.02,20.62,9.49,0.00,57.91
1998,Europe,CHE,Switzerland,3.53,5.84,14.89,19.03,0.00,43.29
1998,Europe,UKR,Ukraine,145.90,78.88,33.27,46.13,0.00,304.18
1998,Europe,GBR,United Kingdom,213.46,72.24,120.41,112.85,3.69,522.65
1998,North America,ATG,Antigua & Barbuda,,,,,0.00,0.00
1998,North America,BHS,"Bahamas, The",,,,,0.00,0.00
1998,North America,BRB,Barbados,,,,,0.00,0.00
1998,North America,BLZ,Belize,,,,,0.00,0.00
1998,North America,CAN,Canada,175.12,89.88,146.36,85.96,5.80,503.12
1998,North America,CRI,Costa Rica,0.36,0.75,2.93,0.46,0.00,4.50
1998,North America,DMA,Dominica,,,,,0.00,0.00
1998,North America,DOM,Dominican Republic,6.29,1.48,5.06,1.55,0.00,14.38
1998,North America,GRD,Grenada,,,,,0.00,0.00
1998,North America,GTM,Guatemala,2.00,1.28,3.38,0.88,0.00,7.54
1998,North America,HTI,Haiti,0.25,0.33,0.63,0.10,0.00,1.31
1998,North America,HND,Honduras,1.31,0.77,1.81,0.39,0.00,4.28
1998,North America,MEX,Mexico,141.71,66.98,98.11,31.59,14.36,352.75
1998,North America,NIC,Nicaragua,1.48,0.35,1.33,0.19,0.00,3.35
1998,North America,PAN,Panama,2.03,0.96,2.14,0.35,0.00,5.48
1998,North America,KNA,Saint Kitts & Nevis,,,,,0.00,0.00
1998,North America,LCA,Saint Lucia,,,,,0.00,0.00
1998,North America,VCT,Saint Vincent & Grenadines,,,,,0.00,0.00
1998,North America,TTO,Trinidad & Tobago,5.98,8.82,1.54,0.18,4.34,20.86
1998,North America,USA,United States,2642.13,618.07,1631.25,587.99,5.81,5485.25
1998,Oceania,AUS,Australia,186.30,51.78,70.66,14.37,0.44,323.55
1998,Oceania,COK,Cook Islands,,,,,0.00,0.00
1998,Oceania,GNQ,Equatorial Guinea,,,,,1.49,1.49
1998,Oceania,FJI,Fiji,,,,,0.00,0.00
1998,Oceania,GIN,Guinea,,,,,0.00,0.00
1998,Oceania,GNB,Guinea-Bissau,,,,,0.00,0.00
1998,Oceania,NRU,Nauru,,,,,0.00,0.00
1998,Oceania,NZL,New Zealand,6.94,7.25,11.19,2.82,0.14,28.34
1998,Oceania,NIU,Niue,,,,,0.00,0.00
1998,Oceania,PLW,Palau,,,,,,0.00
1998,Oceania,PNG,Papua New Guinea,,,,,0.00,0.00
1998,Oceania,WSM,Samoa,,,,,0.00,0.00
1998,Oceania,SLB,Solomon Islands,,,,,0.00,0.00
1998,Oceania,TON,Tonga,,,,,0.00,0.00
1998,Oceania,VUT,Vanuatu,,,,,0.00,0.00
1998,South America,ARG,Argentina,39.35,31.53,42.08,24.60,2.27,139.83
1998,South America,BOL,Bolivia,2.02,0.85,3.09,0.97,0.87,7.80
1998,South America,BRA,Brazil,38.93,81.13,125.58,34.52,3.62,283.78
1998,South America,CHL,Chile,18.57,14.06,16.39,4.21,0.18,53.41
1998,South America,COL,Colombia,16.40,20.42,21.20,6.24,0.92,65.18
1998,South America,CUB,Cuba,10.67,9.92,2.56,2.88,0.18,26.21
1998,South America,ECU,Ecuador,5.13,6.08,9.88,2.03,1.81,24.93
1998,South America,SLV,El Salvador,1.44,1.09,2.27,0.46,0.00,5.26
1998,South America,GUY,Guyana,,,,,0.00,0.00
1998,South America,PRY,Paraguay,0.02,0.30,3.44,0.22,0.00,3.98
1998,South America,PER,Peru,4.81,6.49,9.25,4.09,0.29,24.93
1998,South America,SUR,Suriname,,,,,0.00,0.00
1998,South America,URY,Uruguay,0.60,1.12,2.66,1.23,0.00,5.61
1998,South America,VEN,Venezuela,56.24,40.80,32.96,4.85,9.11,143.96
1999,Africa,DZA,Algeria,29.27,8.38,16.31,9.02,13.19,76.17
1999,Africa,AGO,Angola,0.87,1.61,1.14,1.25,7.83,12.70
1999,Africa,BEN,Benin,0.05,0.16,0.84,0.28,0.00,1.33
1999,Africa,BWA,Botswana,1.63,0.83,1.12,0.11,0.00,3.69
1999,Africa,BFA,Burkina Faso,,,,,0.00,0.00
1999,Africa,BDI,Burundi,,,,,0.00,0.00
1999,Africa,CMR,Cameroon,0.04,0.20,1.62,0.55,3.77,6.18
1999,Africa,CPV,Cape Verde,,,,,0.00,0.00
1999,Africa,CAF,Central African Republic,,,,,0.00,0.00
1999,Africa,TCD,Chad,,,,,0.00,0.00
1999,Africa,COM,Comoros,,,,,0.00,0.00
1999,Africa,COG,"Congo, Dem. Rep.",0.04,0.01,0.43,0.76,0.00,1.24
1999,Africa,COD,"Congo, Rep.",0.02,0.03,0.24,0.04,2.55,2.88
1999,Africa,CIV,Cote d'Ivoire,2.50,0.78,1.41,1.99,0.00,6.68
1999,Africa,DJI,Djibouti,,,,,0.00,0.00
1999,Africa,EGY,Egypt,36.49,30.04,28.10,10.67,1.67,106.97
1999,Africa,ERI,Eritrea,0.29,0.05,0.21,0.08,0.00,0.63
1999,Africa,ETH,Ethiopia,0.02,0.78,1.44,0.73,0.00,2.97
1999,Africa,GAB,Gabon,0.46,0.50,0.38,0.19,3.24,4.77
1999,Africa,GMB,"Gambia, The",,,,,0.00,0.00
1999,Africa,GHA,Ghana,1.19,0.78,3.06,0.90,0.00,5.93
1999,Africa,KEN,Kenya,1.44,1.41,2.62,1.47,0.00,6.94
1999,Africa,KIR,Kiribati,,,,,0.00,0.00
1999,Africa,LSO,Lesotho,,,,,0.00,0.00
1999,Africa,LBR,Liberia,,,,,0.00,0.00
1999,Africa,LBY,Libya,18.31,5.77,10.84,2.35,2.37,39.64
1999,Africa,MDG,Madagascar,,,,,0.00,0.00
1999,Africa,MLI,Mali,,,,,0.00,0.00
1999,Africa,MRT,Mauritania,,,,,0.00,0.00
1999,Africa,MUS,Mauritius,1.01,0.31,0.70,0.15,0.00,2.17
1999,Africa,MAR,Morocco,10.89,5.63,7.68,4.80,0.00,29.00
1999,Africa,MOZ,Mozambique,0.02,0.14,0.84,0.15,0.00,1.15
1999,Africa,NAM,Namibia,0.04,0.21,1.12,0.60,0.00,1.97
1999,Africa,NER,Niger,,,,,0.00,0.00
1999,Africa,NGA,Nigeria,12.51,3.28,19.43,4.18,34.32,73.72
1999,Africa,RWA,Rwanda,,,,,0.00,0.00
1999,Africa,STP,Sao Tome & Principe,,,,,0.00,0.00
1999,Africa,SEN,Senegal,1.30,0.60,1.09,0.55,0.00,3.54
1999,Africa,SYC,Seychelles,,,,,0.00,0.00
1999,Africa,SLE,Sierra Leone,,,,,0.00,0.00
1999,Africa,ZAF,South Africa,181.14,60.33,35.00,13.49,0.29,290.25
1999,Africa,SWZ,Swaziland,,,,,0.00,0.00
1999,Africa,TZA,Tanzania,0.18,0.51,1.15,0.37,0.00,2.21
1999,Africa,TGO,Togo,0.08,0.30,0.57,0.13,0.00,1.08
1999,Africa,TUN,Tunisia,6.18,3.78,3.80,3.50,0.71,17.97
1999,Africa,UGA,Uganda,,,,,0.00,0.00
1999,Africa,ZMB,Zambia,0.10,0.75,0.67,0.18,0.00,1.70
1999,Africa,ZWE,Zimbabwe,5.84,3.09,3.10,3.18,0.00,15.21
1999,Asia,AFG,Afghanistan,,,,,0.00,0.00
1999,Asia,BHR,Bahrain,13.73,2.09,1.44,0.17,0.00,17.43
1999,Asia,BGD,Bangladesh,8.76,6.75,3.07,4.88,0.00,23.46
1999,Asia,BTN,Bhutan,,,,,0.00,0.00
1999,Asia,BRN,Brunei,3.16,0.17,0.80,0.06,0.00,4.19
1999,Asia,KHM,Cambodia,0.34,0.06,1.36,0.14,0.00,1.90
1999,Asia,CHN,China,1417.77,1031.63,182.31,408.27,0.00,3039.98
1999,Asia,IND,India,515.89,207.89,92.35,115.67,4.37,936.17
1999,Asia,IDN,Indonesia,94.85,81.99,58.23,38.01,9.12,282.20
1999,Asia,IRN,Iran,89.04,48.83,70.48,94.35,19.28,321.98
1999,Asia,IRQ,Iraq,18.82,10.32,24.38,7.64,1.73,62.89
1999,Asia,ISR,Israel,32.59,2.34,9.49,6.36,0.00,50.78
1999,Asia,JPN,Japan,458.45,257.24,257.66,182.63,0.00,1155.98
1999,Asia,JOR,Jordan,6.00,2.01,3.29,2.41,0.00,13.71
1999,Asia,KAZ,Kazakhstan,57.83,35.48,5.76,15.20,2.00,116.27
1999,Asia,PRK,"Korea, Dem. Rep. (North)",10.30,39.74,0.88,12.73,0.00,63.65
1999,Asia,KOR,"Korea, Rep. (South)",139.20,96.40,71.76,77.99,0.00,385.35
1999,Asia,KWT,Kuwait,30.88,9.42,5.95,0.33,0.91,47.49
1999,Asia,KGZ,Kyrgyzstan,1.71,1.14,1.12,0.59,0.00,4.56
1999,Asia,LAO,Laos,,,,,0.00,0.00
1999,Asia,LBN,Lebanon,8.10,1.74,4.20,1.77,0.00,15.81
1999,Asia,MWI,Malawi,,,,,0.00,0.00
1999,Asia,MYS,Malaysia,48.41,26.58,29.25,4.19,0.00,108.43
1999,Asia,MDV,Maldives,,,,,0.00,0.00
1999,Asia,MNG,Mongolia,6.02,0.86,0.81,0.73,0.00,8.42
1999,Asia,MMR,Myanmar,3.17,1.49,2.97,1.03,0.31,8.97
1999,Asia,NPL,Nepal,0.05,1.02,0.77,1.13,0.00,2.97
1999,Asia,OMN,Oman,10.76,2.90,2.52,1.28,2.44,19.90
1999,Asia,PAK,Pakistan,32.78,26.37,27.27,13.29,0.00,99.71
1999,Asia,PHL,Philippines,20.98,11.94,26.89,6.57,0.00,66.38
1999,Asia,QAT,Qatar,15.95,6.52,2.27,0.12,0.00,24.86
1999,Asia,RUS,Russian Federation,904.70,171.88,196.40,183.24,0.00,1456.22
1999,Asia,SAU,Saudi Arabia,112.28,54.58,57.54,3.16,0.56,228.12
1999,Asia,SGP,Singapore,31.88,2.52,5.08,0.60,0.00,40.08
1999,Asia,LKA,Sri Lanka,1.55,0.98,5.35,1.14,0.00,9.02
1999,Asia,SDN,Sudan,1.12,0.96,2.40,0.90,0.00,5.38
1999,Asia,SYR,Syria,15.63,8.49,7.93,7.54,0.69,40.28
1999,Asia,TJK,Tajikistan,0.69,0.00,0.06,1.77,0.00,2.52
1999,Asia,THA,Thailand,61.73,34.76,44.85,12.68,0.00,154.02
1999,Asia,TUR,Turkey,70.57,42.98,33.34,30.00,0.21,177.10
1999,Asia,TKM,Turkmenistan,11.50,1.99,2.75,19.25,0.00,35.49
1999,Asia,ARE,United Arab Emirates,28.05,39.81,13.43,0.27,2.62,84.18
